applicant_id,batch_number,cnpj_cpf,congressperson_document,congressperson_id,congressperson_name,document_id,document_number,document_type,document_value,installment,issue_date,leg_of_the_trip,month,numbers,party,passenger,remark_value,state,subquota_description,subquota_group_description,subquota_group_id,subquota_number,supplier,term,term_id,total_net_value,total_value,year
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ELMKQQ,0,387.93,0,2018-03-21 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,387.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ENJMNK,0,686.93,0,2018-02-26 00:00:00,BSB/BVB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,686.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ENJMNK,0,-436.93,0,2018-03-29 00:00:00,BSB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-436.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: FLBB4A,0,509.8,0,2018-01-05 00:00:00,BVB/BSB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,509.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: FLBB4A,0,-259.8,0,2018-02-26 00:00:00,BSB/BSB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-259.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HEDM3V,0,1343.17,0,2018-03-21 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1343.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HEDM3V,0,-1343.17,0,2018-04-09 00:00:00,BSB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-1343.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HP3YMH,0,1213.17,0,2018-06-04 00:00:00,BVB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1213.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HP3YMH,0,-1154.07,0,2018-06-19 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-1154.07,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HQ5USE,0,531.17,0,2018-02-15 00:00:00,BVB/BSB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,531.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HR1ZSB,0,558.17,0,2018-05-16 00:00:00,BVB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,558.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HR1ZSB,0,-531.82,0,2018-06-18 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-531.82,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HR78SB,0,763.0,0,2018-07-26 00:00:00,BVB/BSB,7,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,763.0,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: HWDMKX,0,997.93,0,2018-06-15 00:00:00,BSB/BVB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,997.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: IG4BWF,0,427.93,0,2018-02-15 00:00:00,BSB/BVB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,427.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: IKWTNG,0,1476.93,0,2018-06-06 00:00:00,BSB/BVB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1476.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: IKWTNG,0,-1404.48,0,2018-06-28 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-1404.48,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ILZCPT,0,391.17,0,2018-03-21 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,391.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JFG7HF,0,757.93,0,2018-01-17 00:00:00,BSB/BVB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,757.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JFG7HF,0,-757.93,0,2018-03-08 00:00:00,BSB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-757.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JIJFFM,0,1000.93,0,2018-06-15 00:00:00,BSB/BVB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1000.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JKTVXG,0,-782.23,0,2018-05-24 00:00:00,BSB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-782.23,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JL2Y6Q,0,507.93,0,2018-01-05 00:00:00,BSB/BVB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,507.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JNGD9K,0,-227.3,0,2018-05-16 00:00:00,BSB/BVB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-227.3,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JNGD9K,0,-528.58,0,2018-06-21 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-528.58,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JP3HQH,0,427.93,0,2018-02-15 00:00:00,BSB/BVB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,427.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: JP3HQH,0,-177.93,0,2018-03-22 00:00:00,BSB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-177.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: KDQTHL,0,453.17,0,2018-03-21 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,453.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: KJ64YZ,0,379.8,0,2018-01-05 00:00:00,BVB/BSB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,379.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: KLNHHD,0,518.93,0,2018-05-03 00:00:00,BSB/BVB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,518.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: KLNHHD,0,-494.38,0,2018-06-14 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-494.38,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: KPJ79R,0,509.8,0,2018-01-05 00:00:00,BVB/BSB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,509.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: KPJ79R,0,-259.8,0,2018-02-20 00:00:00,BSB/BSB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-259.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: LF39HI,0,391.17,0,2018-03-14 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,391.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: LGCQGS,0,517.93,0,2018-03-21 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,517.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: LIWL2J,0,1130.17,0,2018-04-13 00:00:00,BVB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1130.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: LMVGYA,0,517.93,0,2018-03-14 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,517.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: LMVGYA,0,-517.93,0,2018-04-06 00:00:00,BSB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-517.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MCNCYB,0,629.8,0,2018-01-05 00:00:00,BVB/BSB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,629.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MD8KTB,0,1544.17,0,2018-07-04 00:00:00,BVB/BSB,7,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1544.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MFSYPF,0,509.8,0,2018-01-05 00:00:00,BVB/BSB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,509.8,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MJV3UJ,0,517.93,0,2018-03-21 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,517.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MJV3UJ,0,-517.93,0,2018-04-12 00:00:00,BSB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-517.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MKWVKT,0,707.93,0,2018-01-05 00:00:00,BSB/BVB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,707.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MKWVKT,0,-457.93,0,2018-02-08 00:00:00,BSB/BSB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-457.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ML2GXG,0,690.17,0,2018-04-13 00:00:00,BVB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,690.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MQV6JR,0,1480.17,0,2018-06-06 00:00:00,BVB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1480.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MQV6JR,0,-1407.72,0,2018-07-02 00:00:00,BSB/BSB,7,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-1407.72,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MWQYNX,0,-227.3,0,2018-05-16 00:00:00,BSB/BVB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-227.3,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: MWQYNX,0,-528.58,0,2018-06-22 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-528.58,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NCQDYR,0,690.17,0,2018-05-03 00:00:00,BVB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,690.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NCQDYR,0,528.0,0,2018-06-04 00:00:00,BVB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,528.0,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NERLXY,0,1188.17,0,2018-03-14 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1188.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NGG1PS,0,627.93,0,2018-01-17 00:00:00,BSB/BVB,1,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,627.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NGG1PS,0,-377.93,0,2018-03-02 00:00:00,BSB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-377.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NWEDNK,0,1215.17,0,2018-05-28 00:00:00,BVB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1215.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NWEDNK,0,-1215.17,0,2018-05-29 00:00:00,BSB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-1215.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: NWS1PX,0,570.93,0,2018-03-21 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,570.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: OGCP3C,0,521.17,0,2018-03-21 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,521.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ONQKWN,0,825.17,0,2018-04-13 00:00:00,BVB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,825.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ONQKWN,0,-785.47,0,2018-05-14 00:00:00,BSB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-785.47,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: ONV7SN,0,1004.17,0,2018-06-15 00:00:00,BVB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1004.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: PQFFKE,0,522.17,0,2018-05-03 00:00:00,BVB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,522.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: PQFFKE,0,-497.62,0,2018-06-11 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-497.62,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: QJ613J,0,627.93,0,2018-03-21 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,627.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: RJ2VTM,0,427.93,0,2018-02-15 00:00:00,BSB/BVB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,427.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: RLJKXG,0,392.17,0,2018-05-03 00:00:00,BVB/BSB,5,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,392.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: RMFURD,0,1633.93,0,2018-06-06 00:00:00,BSB/BVB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1633.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: RMFURD,0,-1553.63,0,2018-06-27 00:00:00,BSB/BSB,6,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-1553.63,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: RMJL4N,0,631.17,0,2018-02-26 00:00:00,BVB/BSB,2,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,631.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: RMJL4N,0,-381.17,0,2018-03-26 00:00:00,BSB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,-381.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: SG7W5S,0,766.17,0,2018-03-21 00:00:00,BVB/BSB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,766.17,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: SG7W5S,0,1084.0,0,2018-04-24 00:00:00,BVB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1084.0,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: SGBQ7S,0,517.93,0,2018-03-14 00:00:00,BSB/BVB,3,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,517.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: SHDRYS,0,686.93,0,2018-04-24 00:00:00,BSB/BVB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,686.93,0,2018
3074,0,07575651000159,1,178957,ABEL MESQUITA JR.,0,Bilhete: SKMW3T,0,1130.17,0,2018-04-13 00:00:00,BVB/BSB,4,['0'],DEM,ABEL MESQUITA JR.,0,RR,Flight ticket issue,,0,999,Cia Aérea - GOL,2015,55,1130.17,0,2018
